run,type,module,name,attrname,attrvalue,value
ContinuityTest-47-20231222-16:01:54-17960,runattr,,,configname,ContinuityTest,
ContinuityTest-47-20231222-16:01:54-17960,runattr,,,datetime,20231222-16:01:54,
ContinuityTest-47-20231222-16:01:54-17960,runattr,,,datetimef,20231222-160154,
ContinuityTest-47-20231222-16:01:54-17960,runattr,,,experiment,ContinuityTest,
ContinuityTest-47-20231222-16:01:54-17960,runattr,,,inifile,omnetpp.ini,
ContinuityTest-47-20231222-16:01:54-17960,runattr,,,iterationvars,"$0=exponential(30s, 0)",
ContinuityTest-47-20231222-16:01:54-17960,runattr,,,iterationvarsd,"exponential(30s,_0)",
ContinuityTest-47-20231222-16:01:54-17960,runattr,,,iterationvarsf,"exponential(30s,_0)-",
ContinuityTest-47-20231222-16:01:54-17960,runattr,,,measurement,"$0=exponential(30s, 0)",
ContinuityTest-47-20231222-16:01:54-17960,runattr,,,network,SuperMarket,
ContinuityTest-47-20231222-16:01:54-17960,runattr,,,processid,17960,
ContinuityTest-47-20231222-16:01:54-17960,runattr,,,repetition,47,
ContinuityTest-47-20231222-16:01:54-17960,runattr,,,replication,#47,
ContinuityTest-47-20231222-16:01:54-17960,runattr,,,resultdir,results,
ContinuityTest-47-20231222-16:01:54-17960,runattr,,,runnumber,47,
ContinuityTest-47-20231222-16:01:54-17960,runattr,,,seedset,47,
ContinuityTest-47-20231222-16:01:54-17960,config,,,sim-time-limit,60s * 60 * 24,
ContinuityTest-47-20231222-16:01:54-17960,config,,,repeat,50,
ContinuityTest-47-20231222-16:01:54-17960,config,,,seed-set,47,
ContinuityTest-47-20231222-16:01:54-17960,config,,,SuperMarket.C,4,
ContinuityTest-47-20231222-16:01:54-17960,config,,,SuperMarket.checkout.p,0.5,
ContinuityTest-47-20231222-16:01:54-17960,config,,,SuperMarket.checkout.classifier.K,8,
ContinuityTest-47-20231222-16:01:54-17960,config,,,SuperMarket.checkout.queues.serviceTime,3s,
ContinuityTest-47-20231222-16:01:54-17960,config,,,SuperMarket.checkout.classifier.policy,"""jtsq""",
ContinuityTest-47-20231222-16:01:54-17960,config,,,SuperMarket.source.interArrivalTime,"exponential(30s, 0)",
ContinuityTest-47-20231222-16:01:54-17960,config,,,SuperMarket.source.numberOfItems,"int(exponential(19, 1)+1)",
ContinuityTest-47-20231222-16:01:54-17960,config,,,network,SuperMarket,
ContinuityTest-47-20231222-16:01:54-17960,config,,,sim-time-limit,60s * 60 * 24,
ContinuityTest-47-20231222-16:01:54-17960,config,,,repeat,50,
ContinuityTest-47-20231222-16:01:54-17960,config,,,seed-set,47,
ContinuityTest-47-20231222-16:01:54-17960,config,,,SuperMarket.C,4,
ContinuityTest-47-20231222-16:01:54-17960,config,,,SuperMarket.checkout.p,0.5,
ContinuityTest-47-20231222-16:01:54-17960,config,,,SuperMarket.checkout.classifier.K,16,
ContinuityTest-47-20231222-16:01:54-17960,config,,,SuperMarket.checkout.queues.serviceTime,3s,
ContinuityTest-47-20231222-16:01:54-17960,config,,,num-rngs,2,
ContinuityTest-47-20231222-16:01:54-17960,config,,,SuperMarket.source.rng-0,0,
ContinuityTest-47-20231222-16:01:54-17960,config,,,SuperMarket.source.rng-1,1,
ContinuityTest-47-20231222-16:01:54-17960,config,,,SuperMarket.source.interArrivalTime,"exponential(30s, 0)",
ContinuityTest-47-20231222-16:01:54-17960,config,,,SuperMarket.source.numberOfItems,"int(exponential(19, 1)+1)",
ContinuityTest-47-20231222-16:01:54-17960,config,,,SuperMarket.checkout.classifier.policy,"""jtsq""",
ContinuityTest-41-20231222-16:01:53-7180,runattr,,,configname,ContinuityTest,
ContinuityTest-41-20231222-16:01:53-7180,runattr,,,datetime,20231222-16:01:53,
ContinuityTest-41-20231222-16:01:53-7180,runattr,,,datetimef,20231222-160153,
ContinuityTest-41-20231222-16:01:53-7180,runattr,,,experiment,ContinuityTest,
ContinuityTest-41-20231222-16:01:53-7180,runattr,,,inifile,omnetpp.ini,
ContinuityTest-41-20231222-16:01:53-7180,runattr,,,iterationvars,"$0=exponential(30s, 0)",
ContinuityTest-41-20231222-16:01:53-7180,runattr,,,iterationvarsd,"exponential(30s,_0)",
ContinuityTest-41-20231222-16:01:53-7180,runattr,,,iterationvarsf,"exponential(30s,_0)-",
ContinuityTest-41-20231222-16:01:53-7180,runattr,,,measurement,"$0=exponential(30s, 0)",
ContinuityTest-41-20231222-16:01:53-7180,runattr,,,network,SuperMarket,
ContinuityTest-41-20231222-16:01:53-7180,runattr,,,processid,7180,
ContinuityTest-41-20231222-16:01:53-7180,runattr,,,repetition,41,
ContinuityTest-41-20231222-16:01:53-7180,runattr,,,replication,#41,
ContinuityTest-41-20231222-16:01:53-7180,runattr,,,resultdir,results,
ContinuityTest-41-20231222-16:01:53-7180,runattr,,,runnumber,41,
ContinuityTest-41-20231222-16:01:53-7180,runattr,,,seedset,41,
ContinuityTest-41-20231222-16:01:53-7180,config,,,sim-time-limit,60s * 60 * 24,
ContinuityTest-41-20231222-16:01:53-7180,config,,,repeat,50,
ContinuityTest-41-20231222-16:01:53-7180,config,,,seed-set,41,
ContinuityTest-41-20231222-16:01:53-7180,config,,,SuperMarket.C,4,
ContinuityTest-41-20231222-16:01:53-7180,config,,,SuperMarket.checkout.p,0.5,
ContinuityTest-41-20231222-16:01:53-7180,config,,,SuperMarket.checkout.classifier.K,8,
ContinuityTest-41-20231222-16:01:53-7180,config,,,SuperMarket.checkout.queues.serviceTime,3s,
ContinuityTest-41-20231222-16:01:53-7180,config,,,SuperMarket.checkout.classifier.policy,"""jtsq""",
ContinuityTest-41-20231222-16:01:53-7180,config,,,SuperMarket.source.interArrivalTime,"exponential(30s, 0)",
ContinuityTest-41-20231222-16:01:53-7180,config,,,SuperMarket.source.numberOfItems,"int(exponential(19, 1)+1)",
ContinuityTest-41-20231222-16:01:53-7180,config,,,network,SuperMarket,
ContinuityTest-41-20231222-16:01:53-7180,config,,,sim-time-limit,60s * 60 * 24,
ContinuityTest-41-20231222-16:01:53-7180,config,,,repeat,50,
ContinuityTest-41-20231222-16:01:53-7180,config,,,seed-set,41,
ContinuityTest-41-20231222-16:01:53-7180,config,,,SuperMarket.C,4,
ContinuityTest-41-20231222-16:01:53-7180,config,,,SuperMarket.checkout.p,0.5,
ContinuityTest-41-20231222-16:01:53-7180,config,,,SuperMarket.checkout.classifier.K,16,
ContinuityTest-41-20231222-16:01:53-7180,config,,,SuperMarket.checkout.queues.serviceTime,3s,
ContinuityTest-41-20231222-16:01:53-7180,config,,,num-rngs,2,
ContinuityTest-41-20231222-16:01:53-7180,config,,,SuperMarket.source.rng-0,0,
ContinuityTest-41-20231222-16:01:53-7180,config,,,SuperMarket.source.rng-1,1,
