run,type,module,name,attrname,attrvalue,value
k0-14-20231221-16:00:53-7636,runattr,,,configname,k0,
k0-14-20231221-16:00:53-7636,runattr,,,datetime,20231221-16:00:53,
k0-14-20231221-16:00:53-7636,runattr,,,datetimef,20231221-160053,
k0-14-20231221-16:00:53-7636,runattr,,,experiment,k0,
k0-14-20231221-16:00:53-7636,runattr,,,inifile,omnetpp.ini,
k0-14-20231221-16:00:53-7636,runattr,,,iterationvars,,
k0-14-20231221-16:00:53-7636,runattr,,,iterationvarsd,,
k0-14-20231221-16:00:53-7636,runattr,,,iterationvarsf,,
k0-14-20231221-16:00:53-7636,runattr,,,measurement,,
k0-14-20231221-16:00:53-7636,runattr,,,network,SuperMarket,
k0-14-20231221-16:00:53-7636,runattr,,,processid,7636,
k0-14-20231221-16:00:53-7636,runattr,,,repetition,14,
k0-14-20231221-16:00:53-7636,runattr,,,replication,#14,
k0-14-20231221-16:00:53-7636,runattr,,,resultdir,results,
k0-14-20231221-16:00:53-7636,runattr,,,runnumber,14,
k0-14-20231221-16:00:53-7636,runattr,,,seedset,14,
k0-14-20231221-16:00:53-7636,config,,,extends,DegeneracyTest,
k0-14-20231221-16:00:53-7636,config,,,SuperMarket.checkout.p,0.5,
k0-14-20231221-16:00:53-7636,config,,,SuperMarket.checkout.classifier.K,0,
k0-14-20231221-16:00:53-7636,config,,,sim-time-limit,60s * 60 * 24,
k0-14-20231221-16:00:53-7636,config,,,repeat,50,
k0-14-20231221-16:00:53-7636,config,,,seed-set,14,
k0-14-20231221-16:00:53-7636,config,,,SuperMarket.C,4,
k0-14-20231221-16:00:53-7636,config,,,SuperMarket.checkout.queues.serviceTime,3s,
k0-14-20231221-16:00:53-7636,config,,,SuperMarket.checkout.classifier.policy,"""jtsq""",
k0-14-20231221-16:00:53-7636,config,,,SuperMarket.source.interArrivalTime,"exponential(30s, 0)",
k0-14-20231221-16:00:53-7636,config,,,SuperMarket.source.numberOfItems,"int(exponential(19, 1)+1)",
k0-14-20231221-16:00:53-7636,config,,,network,SuperMarket,
k0-14-20231221-16:00:53-7636,config,,,sim-time-limit,60s * 60 * 24,
k0-14-20231221-16:00:53-7636,config,,,repeat,50,
k0-14-20231221-16:00:53-7636,config,,,seed-set,14,
k0-14-20231221-16:00:53-7636,config,,,SuperMarket.C,4,
k0-14-20231221-16:00:53-7636,config,,,SuperMarket.checkout.p,0.5,
k0-14-20231221-16:00:53-7636,config,,,SuperMarket.checkout.classifier.K,16,
k0-14-20231221-16:00:53-7636,config,,,SuperMarket.checkout.queues.serviceTime,3s,
k0-14-20231221-16:00:53-7636,config,,,num-rngs,2,
k0-14-20231221-16:00:53-7636,config,,,SuperMarket.source.rng-0,0,
k0-14-20231221-16:00:53-7636,config,,,SuperMarket.source.rng-1,1,
k0-14-20231221-16:00:53-7636,config,,,SuperMarket.source.interArrivalTime,"exponential(30s, 0)",
k0-14-20231221-16:00:53-7636,config,,,SuperMarket.source.numberOfItems,"int(exponential(19, 1)+1)",
k0-14-20231221-16:00:53-7636,config,,,SuperMarket.checkout.classifier.policy,"""jtsq""",
k0-26-20231221-16:00:53-21548,runattr,,,configname,k0,
k0-26-20231221-16:00:53-21548,runattr,,,datetime,20231221-16:00:53,
k0-26-20231221-16:00:53-21548,runattr,,,datetimef,20231221-160053,
k0-26-20231221-16:00:53-21548,runattr,,,experiment,k0,
k0-26-20231221-16:00:53-21548,runattr,,,inifile,omnetpp.ini,
k0-26-20231221-16:00:53-21548,runattr,,,iterationvars,,
k0-26-20231221-16:00:53-21548,runattr,,,iterationvarsd,,
k0-26-20231221-16:00:53-21548,runattr,,,iterationvarsf,,
k0-26-20231221-16:00:53-21548,runattr,,,measurement,,
k0-26-20231221-16:00:53-21548,runattr,,,network,SuperMarket,
k0-26-20231221-16:00:53-21548,runattr,,,processid,21548,
k0-26-20231221-16:00:53-21548,runattr,,,repetition,26,
k0-26-20231221-16:00:53-21548,runattr,,,replication,#26,
k0-26-20231221-16:00:53-21548,runattr,,,resultdir,results,
k0-26-20231221-16:00:53-21548,runattr,,,runnumber,26,
k0-26-20231221-16:00:53-21548,runattr,,,seedset,26,
k0-26-20231221-16:00:53-21548,config,,,extends,DegeneracyTest,
k0-26-20231221-16:00:53-21548,config,,,SuperMarket.checkout.p,0.5,
k0-26-20231221-16:00:53-21548,config,,,SuperMarket.checkout.classifier.K,0,
k0-26-20231221-16:00:53-21548,config,,,sim-time-limit,60s * 60 * 24,
k0-26-20231221-16:00:53-21548,config,,,repeat,50,
k0-26-20231221-16:00:53-21548,config,,,seed-set,26,
k0-26-20231221-16:00:53-21548,config,,,SuperMarket.C,4,
k0-26-20231221-16:00:53-21548,config,,,SuperMarket.checkout.queues.serviceTime,3s,
k0-26-20231221-16:00:53-21548,config,,,SuperMarket.checkout.classifier.policy,"""jtsq""",
k0-26-20231221-16:00:53-21548,config,,,SuperMarket.source.interArrivalTime,"exponential(30s, 0)",
k0-26-20231221-16:00:53-21548,config,,,SuperMarket.source.numberOfItems,"int(exponential(19, 1)+1)",
k0-26-20231221-16:00:53-21548,config,,,network,SuperMarket,
k0-26-20231221-16:00:53-21548,config,,,sim-time-limit,60s * 60 * 24,
k0-26-20231221-16:00:53-21548,config,,,repeat,50,
k0-26-20231221-16:00:53-21548,config,,,seed-set,26,
k0-26-20231221-16:00:53-21548,config,,,SuperMarket.C,4,
k0-26-20231221-16:00:53-21548,config,,,SuperMarket.checkout.p,0.5,
k0-26-20231221-16:00:53-21548,config,,,SuperMarket.checkout.classifier.K,16,
k0-26-20231221-16:00:53-21548,config,,,SuperMarket.checkout.queues.serviceTime,3s,
k0-26-20231221-16:00:53-21548,config,,,num-rngs,2,
k0-26-20231221-16:00:53-21548,config,,,SuperMarket.source.rng-0,0,
k0-26-20231221-16:00:53-21548,config,,,SuperMarket.source.rng-1,1,
k0-26-20231221-16:00:53-21548,config,,,SuperMarket.source.interArrivalTime,"exponential(30s, 0)",
k0-26-20231221-16:00:53-21548,config,,,SuperMarket.source.numberOfItems,"int(exponential(19, 1)+1)",
k0-26-20231221-16:00:53-21548,config,,,SuperMarket.checkout.classifier.policy,"""jtsq""",
k0-28-20231221-16:00:53-13424,runattr,,,configname,k0,
k0-28-20231221-16:00:53-13424,runattr,,,datetime,20231221-16:00:53,
k0-28-20231221-16:00:53-13424,runattr,,,datetimef,20231221-160053,
k0-28-20231221-16:00:53-13424,runattr,,,experiment,k0,
k0-28-20231221-16:00:53-13424,runattr,,,inifile,omnetpp.ini,
k0-28-20231221-16:00:53-13424,runattr,,,iterationvars,,
k0-28-20231221-16:00:53-13424,runattr,,,iterationvarsd,,
k0-28-20231221-16:00:53-13424,runattr,,,iterationvarsf,,
k0-28-20231221-16:00:53-13424,runattr,,,measurement,,
k0-28-20231221-16:00:53-13424,runattr,,,network,SuperMarket,
k0-28-20231221-16:00:53-13424,runattr,,,processid,13424,
k0-28-20231221-16:00:53-13424,runattr,,,repetition,28,
k0-28-20231221-16:00:53-13424,runattr,,,replication,#28,
k0-28-20231221-16:00:53-13424,runattr,,,resultdir,results,
k0-28-20231221-16:00:53-13424,runattr,,,runnumber,28,
k0-28-20231221-16:00:53-13424,runattr,,,seedset,28,
k0-28-20231221-16:00:53-13424,config,,,extends,DegeneracyTest,
k0-28-20231221-16:00:53-13424,config,,,SuperMarket.checkout.p,0.5,
k0-28-20231221-16:00:53-13424,config,,,SuperMarket.checkout.classifier.K,0,
k0-28-20231221-16:00:53-13424,config,,,sim-time-limit,60s * 60 * 24,
k0-28-20231221-16:00:53-13424,config,,,repeat,50,
k0-28-20231221-16:00:53-13424,config,,,seed-set,28,
k0-28-20231221-16:00:53-13424,config,,,SuperMarket.C,4,
k0-28-20231221-16:00:53-13424,config,,,SuperMarket.checkout.queues.serviceTime,3s,
k0-28-20231221-16:00:53-13424,config,,,SuperMarket.checkout.classifier.policy,"""jtsq""",
k0-28-20231221-16:00:53-13424,config,,,SuperMarket.source.interArrivalTime,"exponential(30s, 0)",
k0-28-20231221-16:00:53-13424,config,,,SuperMarket.source.numberOfItems,"int(exponential(19, 1)+1)",
k0-28-20231221-16:00:53-13424,config,,,network,SuperMarket,
k0-28-20231221-16:00:53-13424,config,,,sim-time-limit,60s * 60 * 24,
k0-28-20231221-16:00:53-13424,config,,,repeat,50,
k0-28-20231221-16:00:53-13424,config,,,seed-set,28,
k0-28-20231221-16:00:53-13424,config,,,SuperMarket.C,4,
k0-28-20231221-16:00:53-13424,config,,,SuperMarket.checkout.p,0.5,
k0-28-20231221-16:00:53-13424,config,,,SuperMarket.checkout.classifier.K,16,
k0-28-20231221-16:00:53-13424,config,,,SuperMarket.checkout.queues.serviceTime,3s,
k0-28-20231221-16:00:53-13424,config,,,num-rngs,2,
k0-28-20231221-16:00:53-13424,config,,,SuperMarket.source.rng-0,0,
k0-28-20231221-16:00:53-13424,config,,,SuperMarket.source.rng-1,1,
k0-28-20231221-16:00:53-13424,config,,,SuperMarket.source.interArrivalTime,"exponential(30s, 0)",
k0-28-20231221-16:00:53-13424,config,,,SuperMarket.source.numberOfItems,"int(exponential(19, 1)+1)",
k0-28-20231221-16:00:53-13424,config,,,SuperMarket.checkout.classifier.policy,"""jtsq""",
k0-3-20231221-16:00:52-17572,runattr,,,configname,k0,
k0-3-20231221-16:00:52-17572,runattr,,,datetime,20231221-16:00:52,
k0-3-20231221-16:00:52-17572,runattr,,,datetimef,20231221-160052,
k0-3-20231221-16:00:52-17572,runattr,,,experiment,k0,
k0-3-20231221-16:00:52-17572,runattr,,,inifile,omnetpp.ini,
k0-3-20231221-16:00:52-17572,runattr,,,iterationvars,,
k0-3-20231221-16:00:52-17572,runattr,,,iterationvarsd,,
k0-3-20231221-16:00:52-17572,runattr,,,iterationvarsf,,
k0-3-20231221-16:00:52-17572,runattr,,,measurement,,
k0-3-20231221-16:00:52-17572,runattr,,,network,SuperMarket,
k0-3-20231221-16:00:52-17572,runattr,,,processid,17572,
k0-3-20231221-16:00:52-17572,runattr,,,repetition,3,
k0-3-20231221-16:00:52-17572,runattr,,,replication,#3,
k0-3-20231221-16:00:52-17572,runattr,,,resultdir,results,
k0-3-20231221-16:00:52-17572,runattr,,,runnumber,3,
k0-3-20231221-16:00:52-17572,runattr,,,seedset,3,
k0-3-20231221-16:00:52-17572,config,,,extends,DegeneracyTest,
k0-3-20231221-16:00:52-17572,config,,,SuperMarket.checkout.p,0.5,
k0-3-20231221-16:00:52-17572,config,,,SuperMarket.checkout.classifier.K,0,
k0-3-20231221-16:00:52-17572,config,,,sim-time-limit,60s * 60 * 24,
k0-3-20231221-16:00:52-17572,config,,,repeat,50,
k0-3-20231221-16:00:52-17572,config,,,seed-set,3,
k0-3-20231221-16:00:52-17572,config,,,SuperMarket.C,4,
k0-3-20231221-16:00:52-17572,config,,,SuperMarket.checkout.queues.serviceTime,3s,
k0-3-20231221-16:00:52-17572,config,,,SuperMarket.checkout.classifier.policy,"""jtsq""",
k0-3-20231221-16:00:52-17572,config,,,SuperMarket.source.interArrivalTime,"exponential(30s, 0)",
k0-3-20231221-16:00:52-17572,config,,,SuperMarket.source.numberOfItems,"int(exponential(19, 1)+1)",
k0-3-20231221-16:00:52-17572,config,,,network,SuperMarket,
k0-3-20231221-16:00:52-17572,config,,,sim-time-limit,60s * 60 * 24,
k0-3-20231221-16:00:52-17572,config,,,repeat,50,
k0-3-20231221-16:00:52-17572,config,,,seed-set,3,
k0-3-20231221-16:00:52-17572,config,,,SuperMarket.C,4,
k0-3-20231221-16:00:52-17572,config,,,SuperMarket.checkout.p,0.5,
k0-3-20231221-16:00:52-17572,config,,,SuperMarket.checkout.classifier.K,16,
k0-3-20231221-16:00:52-17572,config,,,SuperMarket.checkout.queues.serviceTime,3s,
k0-3-20231221-16:00:52-17572,config,,,num-rngs,2,
k0-3-20231221-16:00:52-17572,config,,,SuperMarket.source.rng-0,0,
k0-3-20231221-16:00:52-17572,config,,,SuperMarket.source.rng-1,1,
k0-3-20231221-16:00:52-17572,config,,,SuperMarket.source.interArrivalTime,"exponential(30s, 0)",
k0-3-20231221-16:00:52-17572,config,,,SuperMarket.source.numberOfItems,"int(exponential(19, 1)+1)",
k0-3-20231221-16:00:52-17572,config,,,SuperMarket.checkout.classifier.policy,"""jtsq""",
k0-32-20231221-16:00:54-12404,runattr,,,configname,k0,
k0-32-20231221-16:00:54-12404,runattr,,,datetime,20231221-16:00:54,
k0-32-20231221-16:00:54-12404,runattr,,,datetimef,20231221-160054,
k0-32-20231221-16:00:54-12404,runattr,,,experiment,k0,
k0-32-20231221-16:00:54-12404,runattr,,,inifile,omnetpp.ini,
k0-32-20231221-16:00:54-12404,runattr,,,iterationvars,,
k0-32-20231221-16:00:54-12404,runattr,,,iterationvarsd,,
k0-32-20231221-16:00:54-12404,runattr,,,iterationvarsf,,
k0-32-20231221-16:00:54-12404,runattr,,,measurement,,
k0-32-20231221-16:00:54-12404,runattr,,,network,SuperMarket,
k0-32-20231221-16:00:54-12404,runattr,,,processid,12404,
k0-32-20231221-16:00:54-12404,runattr,,,repetition,32,
k0-32-20231221-16:00:54-12404,runattr,,,replication,#32,
k0-32-20231221-16:00:54-12404,runattr,,,resultdir,results,
k0-32-20231221-16:00:54-12404,runattr,,,runnumber,32,
k0-32-20231221-16:00:54-12404,runattr,,,seedset,32,
k0-32-20231221-16:00:54-12404,config,,,extends,DegeneracyTest,
k0-32-20231221-16:00:54-12404,config,,,SuperMarket.checkout.p,0.5,
k0-32-20231221-16:00:54-12404,config,,,SuperMarket.checkout.classifier.K,0,
k0-32-20231221-16:00:54-12404,config,,,sim-time-limit,60s * 60 * 24,
k0-32-20231221-16:00:54-12404,config,,,repeat,50,
k0-32-20231221-16:00:54-12404,config,,,seed-set,32,
k0-32-20231221-16:00:54-12404,config,,,SuperMarket.C,4,
k0-32-20231221-16:00:54-12404,config,,,SuperMarket.checkout.queues.serviceTime,3s,
k0-32-20231221-16:00:54-12404,config,,,SuperMarket.checkout.classifier.policy,"""jtsq""",
k0-32-20231221-16:00:54-12404,config,,,SuperMarket.source.interArrivalTime,"exponential(30s, 0)",
k0-32-20231221-16:00:54-12404,config,,,SuperMarket.source.numberOfItems,"int(exponential(19, 1)+1)",
k0-32-20231221-16:00:54-12404,config,,,network,SuperMarket,
k0-32-20231221-16:00:54-12404,config,,,sim-time-limit,60s * 60 * 24,
k0-32-20231221-16:00:54-12404,config,,,repeat,50,
k0-32-20231221-16:00:54-12404,config,,,seed-set,32,
k0-32-20231221-16:00:54-12404,config,,,SuperMarket.C,4,
k0-32-20231221-16:00:54-12404,config,,,SuperMarket.checkout.p,0.5,
k0-32-20231221-16:00:54-12404,config,,,SuperMarket.checkout.classifier.K,16,
k0-32-20231221-16:00:54-12404,config,,,SuperMarket.checkout.queues.serviceTime,3s,
k0-32-20231221-16:00:54-12404,config,,,num-rngs,2,
k0-32-20231221-16:00:54-12404,config,,,SuperMarket.source.rng-0,0,
k0-32-20231221-16:00:54-12404,config,,,SuperMarket.source.rng-1,1,
k0-32-20231221-16:00:54-12404,config,,,SuperMarket.source.interArrivalTime,"exponential(30s, 0)",
k0-32-20231221-16:00:54-12404,config,,,SuperMarket.source.numberOfItems,"int(exponential(19, 1)+1)",
k0-32-20231221-16:00:54-12404,config,,,SuperMarket.checkout.classifier.policy,"""jtsq""",
k0-33-20231221-16:00:54-16632,runattr,,,configname,k0,
k0-33-20231221-16:00:54-16632,runattr,,,datetime,20231221-16:00:54,
k0-33-20231221-16:00:54-16632,runattr,,,datetimef,20231221-160054,
k0-33-20231221-16:00:54-16632,runattr,,,experiment,k0,
k0-33-20231221-16:00:54-16632,runattr,,,inifile,omnetpp.ini,
k0-33-20231221-16:00:54-16632,runattr,,,iterationvars,,
k0-33-20231221-16:00:54-16632,runattr,,,iterationvarsd,,
k0-33-20231221-16:00:54-16632,runattr,,,iterationvarsf,,
k0-33-20231221-16:00:54-16632,runattr,,,measurement,,
k0-33-20231221-16:00:54-16632,runattr,,,network,SuperMarket,
k0-33-20231221-16:00:54-16632,runattr,,,processid,16632,
k0-33-20231221-16:00:54-16632,runattr,,,repetition,33,
k0-33-20231221-16:00:54-16632,runattr,,,replication,#33,
k0-33-20231221-16:00:54-16632,runattr,,,resultdir,results,
k0-33-20231221-16:00:54-16632,runattr,,,runnumber,33,
k0-33-20231221-16:00:54-16632,runattr,,,seedset,33,
k0-33-20231221-16:00:54-16632,config,,,extends,DegeneracyTest,
k0-33-20231221-16:00:54-16632,config,,,SuperMarket.checkout.p,0.5,
k0-33-20231221-16:00:54-16632,config,,,SuperMarket.checkout.classifier.K,0,
k0-33-20231221-16:00:54-16632,config,,,sim-time-limit,60s * 60 * 24,
k0-33-20231221-16:00:54-16632,config,,,repeat,50,
k0-33-20231221-16:00:54-16632,config,,,seed-set,33,
k0-33-20231221-16:00:54-16632,config,,,SuperMarket.C,4,
k0-33-20231221-16:00:54-16632,config,,,SuperMarket.checkout.queues.serviceTime,3s,
k0-33-20231221-16:00:54-16632,config,,,SuperMarket.checkout.classifier.policy,"""jtsq""",
k0-33-20231221-16:00:54-16632,config,,,SuperMarket.source.interArrivalTime,"exponential(30s, 0)",
k0-33-20231221-16:00:54-16632,config,,,SuperMarket.source.numberOfItems,"int(exponential(19, 1)+1)",
k0-33-20231221-16:00:54-16632,config,,,network,SuperMarket,
k0-33-20231221-16:00:54-16632,config,,,sim-time-limit,60s * 60 * 24,
k0-33-20231221-16:00:54-16632,config,,,repeat,50,
k0-33-20231221-16:00:54-16632,config,,,seed-set,33,
k0-33-20231221-16:00:54-16632,config,,,SuperMarket.C,4,
k0-33-20231221-16:00:54-16632,config,,,SuperMarket.checkout.p,0.5,
k0-33-20231221-16:00:54-16632,config,,,SuperMarket.checkout.classifier.K,16,
k0-33-20231221-16:00:54-16632,config,,,SuperMarket.checkout.queues.serviceTime,3s,
k0-33-20231221-16:00:54-16632,config,,,num-rngs,2,
k0-33-20231221-16:00:54-16632,config,,,SuperMarket.source.rng-0,0,
k0-33-20231221-16:00:54-16632,config,,,SuperMarket.source.rng-1,1,
k0-33-20231221-16:00:54-16632,config,,,SuperMarket.source.interArrivalTime,"exponential(30s, 0)",
k0-33-20231221-16:00:54-16632,config,,,SuperMarket.source.numberOfItems,"int(exponential(19, 1)+1)",
k0-33-20231221-16:00:54-16632,config,,,SuperMarket.checkout.classifier.policy,"""jtsq""",
k0-34-20231221-16:00:54-21560,runattr,,,configname,k0,
k0-34-20231221-16:00:54-21560,runattr,,,datetime,20231221-16:00:54,
k0-34-20231221-16:00:54-21560,runattr,,,datetimef,20231221-160054,
k0-34-20231221-16:00:54-21560,runattr,,,experiment,k0,
k0-34-20231221-16:00:54-21560,runattr,,,inifile,omnetpp.ini,
k0-34-20231221-16:00:54-21560,runattr,,,iterationvars,,
k0-34-20231221-16:00:54-21560,runattr,,,iterationvarsd,,
k0-34-20231221-16:00:54-21560,runattr,,,iterationvarsf,,
k0-34-20231221-16:00:54-21560,runattr,,,measurement,,
k0-34-20231221-16:00:54-21560,runattr,,,network,SuperMarket,
k0-34-20231221-16:00:54-21560,runattr,,,processid,21560,
k0-34-20231221-16:00:54-21560,runattr,,,repetition,34,
k0-34-20231221-16:00:54-21560,runattr,,,replication,#34,
k0-34-20231221-16:00:54-21560,runattr,,,resultdir,results,
k0-34-20231221-16:00:54-21560,runattr,,,runnumber,34,
k0-34-20231221-16:00:54-21560,runattr,,,seedset,34,
k0-34-20231221-16:00:54-21560,config,,,extends,DegeneracyTest,
k0-34-20231221-16:00:54-21560,config,,,SuperMarket.checkout.p,0.5,
