run,type,module,name,attrname,attrvalue,value
ContinuityTest-168-20231222-16:02:29-20992,runattr,,,configname,ContinuityTest,
ContinuityTest-168-20231222-16:02:29-20992,runattr,,,datetime,20231222-16:02:29,
ContinuityTest-168-20231222-16:02:29-20992,runattr,,,datetimef,20231222-160229,
ContinuityTest-168-20231222-16:02:29-20992,runattr,,,experiment,ContinuityTest,
ContinuityTest-168-20231222-16:02:29-20992,runattr,,,inifile,omnetpp.ini,
ContinuityTest-168-20231222-16:02:29-20992,runattr,,,iterationvars,"$0=exponential(33s, 0)",
ContinuityTest-168-20231222-16:02:29-20992,runattr,,,iterationvarsd,"exponential(33s,_0)",
ContinuityTest-168-20231222-16:02:29-20992,runattr,,,iterationvarsf,"exponential(33s,_0)-",
ContinuityTest-168-20231222-16:02:29-20992,runattr,,,measurement,"$0=exponential(33s, 0)",
ContinuityTest-168-20231222-16:02:29-20992,runattr,,,network,SuperMarket,
ContinuityTest-168-20231222-16:02:29-20992,runattr,,,processid,20992,
ContinuityTest-168-20231222-16:02:29-20992,runattr,,,repetition,18,
ContinuityTest-168-20231222-16:02:29-20992,runattr,,,replication,#18,
ContinuityTest-168-20231222-16:02:29-20992,runattr,,,resultdir,results,
ContinuityTest-168-20231222-16:02:29-20992,runattr,,,runnumber,168,
ContinuityTest-168-20231222-16:02:29-20992,runattr,,,seedset,18,
ContinuityTest-168-20231222-16:02:29-20992,config,,,sim-time-limit,60s * 60 * 24,
ContinuityTest-168-20231222-16:02:29-20992,config,,,repeat,50,
ContinuityTest-168-20231222-16:02:29-20992,config,,,seed-set,18,
ContinuityTest-168-20231222-16:02:29-20992,config,,,SuperMarket.C,4,
ContinuityTest-168-20231222-16:02:29-20992,config,,,SuperMarket.checkout.p,0.5,
ContinuityTest-168-20231222-16:02:29-20992,config,,,SuperMarket.checkout.classifier.K,8,
ContinuityTest-168-20231222-16:02:29-20992,config,,,SuperMarket.checkout.queues.serviceTime,3s,
ContinuityTest-168-20231222-16:02:29-20992,config,,,SuperMarket.checkout.classifier.policy,"""jtsq""",
ContinuityTest-168-20231222-16:02:29-20992,config,,,SuperMarket.source.interArrivalTime,"exponential(33s, 0)",
